medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,discipline,event,code
8/9/2024,Bronze Medal,3,HASSAN Sifan,Female,Netherlands,NED,Netherlands,Athletics,"Women's 10,000m",1972105
8/9/2024,Gold Medal,1,PAULINO Marileidy,Female,Dominican Republic,DOM,Dominican Republic,Athletics,Women's 400m,1899666
8/9/2024,Silver Medal,2,NASER Salwa Eid,Female,Bahrain,BRN,Bahrain,Athletics,Women's 400m,1915338
8/9/2024,Bronze Medal,3,KACZMAREK Natalia,Female,Poland,POL,Poland,Athletics,Women's 400m,1573098
8/9/2024,Gold Medal,1,OGUNLEYE Yemisi,Female,Germany,GER,Germany,Athletics,Women's Shot Put,1920183
8/9/2024,Silver Medal,2,WESCHE Maddison-Lee,Female,New Zealand,NZL,New Zealand,Athletics,Women's Shot Put,1926695
8/9/2024,Bronze Medal,3,SONG Jiayuan,Female,China,CHN,China,Athletics,Women's Shot Put,1919065
8/9/2024,Gold Medal,1,MUYDINKHUJAEV Asadkhuja,Male,Uzbekistan,UZB,Uzbekistan,Boxing,Men's 71kg,1556797
8/9/2024,Silver Medal,2,VERDE ALVAREZ Marco Alonso,Male,Mexico,MEX,Mexico,Boxing,Men's 71kg,1535187
8/9/2024,Gold Medal,1,MULLOJONOV Lazizbek,Male,Uzbekistan,UZB,Uzbekistan,Boxing,Men's 92kg,1556860
8/9/2024,Silver Medal,2,ALFONSO DOMINGUEZ Loren Berto,Male,Azerbaijan,AZE,Azerbaijan,Boxing,Men's 92kg,1972343
8/9/2024,Gold Medal,1,WU Yu,Female,China,CHN,China,Boxing,Women's 50kg,1926833
8/9/2024,Silver Medal,2,CAKIROGLU Buse Naz,Female,Türkiye,TUR,Türkiye,Boxing,Women's 50kg,1568182
8/9/2024,Gold Medal,1,KHELIF Imane,Female,Algeria,ALG,Algeria,Boxing,Women's 66kg,1540353
8/9/2024,Silver Medal,2,YANG Liu,Female,China,CHN,China,Boxing,Women's 66kg,1926827
8/9/2024,Gold Medal,1,AMI,Female,Japan,JPN,Japan,Breaking,B-Girls,1953038
8/9/2024,Silver Medal,2,NICKA,Female,Lithuania,LTU,Lithuania,Breaking,B-Girls,1924559
8/9/2024,Gold Medal,1,FUKSA Martin,Male,Czechia,CZE,Czechia,Canoe Sprint,Men's Canoe Single 1000m,1878716
8/9/2024,Silver Medal,2,QUEIROZ Isaquias,Male,Brazil,BRA,Brazil,Canoe Sprint,Men's Canoe Single 1000m,1952595
8/9/2024,Bronze Medal,3,TARNOVSCHI Serghei,Male,Republic of Moldova,MDA,Republic of Moldova,Canoe Sprint,Men's Canoe Single 1000m,1550295
8/9/2024,Gold Medal,1,"Jacob Schopf, Max Lemke",Male,Germany,GER,Germany,Canoe Sprint,Men's Kayak Double 500m,CSPMK2-500M-GER01
8/9/2024,Silver Medal,2,"Bence N�das, S�ndor T�tka",Male,Hungary,HUN,Hungary,Canoe Sprint,Men's Kayak Double 500m,CSPMK2-500M-HUN01
8/9/2024,Bronze Medal,3,Van der Westhuyzen/Green ,Male,Australia,AUS,Australia,Canoe Sprint,Men's Kayak Double 500m,CSPMK2-500M-AUS01
8/9/2024,Gold Medal,1,Xu Shixiao,Female,China,CHN,China,Canoe Sprint,Women's Canoe Double 500m,CSPWC2-500M-CHN01
8/9/2024,Silver Medal,2,"Liudmyla Luzan, Anastasiia Rybachok",Female,Ukraine,UKR,Ukraine,Canoe Sprint,Women's Canoe Double 500m,CSPWC2-500M-UKR01
8/9/2024,Bronze Medal,3,"Sloan MacKenzie, Katie Vincent",Female,Canada,CAN,Canada,Canoe Sprint,Women's Canoe Double 500m,CSPWC2-500M-CAN01
8/9/2024,Gold Medal,1,Lisa Carrington,Female,New Zealand,NZL,New Zealand,Canoe Sprint,Women's Kayak Double 500m,CSPWK2-500M-NZL01
8/9/2024,Silver Medal,2,Alida Dora Gazso,Female,Hungary,HUN,Hungary,Canoe Sprint,Women's Kayak Double 500m,CSPWK2-500M-HUN01
8/9/2024,Bronze Medal,3,Sloan MacKenzie,Female,Canada,CAN,Canada,Canoe Sprint,Women's Kayak Double 500m,CSPWK2-500M-GER01
8/9/2024,Bronze Medal,3,Katie Vincent,Female,Canada,CAN,Canada,Canoe Sprint,Women's Kayak Double 500m,CSPWK2-500M-HUN02
8/9/2024,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands,NED,Netherlands,Cycling Track,Men's Sprint,1969182
8/9/2024,Silver Medal,2,RICHARDSON Matthew,Male,Australia,AUS,Australia,Cycling Track,Men's Sprint,1940263
8/9/2024,Bronze Medal,3,CARLIN Jack,Male,Great Britain,GBR,Great Britain,Cycling Track,Men's Sprint,1912515
8/9/2024,Gold Medal,1,CHEN Yiwen,Female,China,CHN,China,Diving,Women's 3m Springboard,1901538
8/9/2024,Silver Medal,2,KEENEY Maddison,Female,Australia,AUS,Australia,Diving,Women's 3m Springboard,1940414
8/9/2024,Bronze Medal,3,CHANG Yani,Female,China,CHN,China,Diving,Women's 3m Springboard,1901539
8/9/2024,Gold Medal,1,RASOVSZKY Kristof,Male,Hungary,HUN,Hungary,Marathon Swimming,Men's 10km,1909030
8/9/2024,Silver Medal,2,KLEMET Oliver,Male,Germany,GER,Germany,Marathon Swimming,Men's 10km,1907234
8/9/2024,Bronze Medal,3,BETLEHEM David,Male,Hungary,HUN,Hungary,Marathon Swimming,Men's 10km,1902450
8/9/2024,Gold Medal,1,BONTUS Valentin,Male,Austria,AUT,Austria,Sailing,Men's Kite,1566437
8/9/2024,Silver Medal,2,VODISEK Toni,Male,Slovenia,SLO,Slovenia,Sailing,Men's Kite,1981549
8/9/2024,Bronze Medal,3,MAEDER Maximilian,Male,Singapore,SGP,Singapore,Sailing,Men's Kite,1535852
8/9/2024,Gold Medal,1,ROBERTS Toby,Male,Great Britain,GBR,Great Britain,Sport Climbing,Men's Boulder & Lead,1544218
8/9/2024,Silver Medal,2,ANRAKU Sorato,Male,Japan,JPN,Japan,Sport Climbing,Men's Boulder & Lead,1892022
8/9/2024,Bronze Medal,3,SCHUBERT Jakob,Male,Austria,AUT,Austria,Sport Climbing,Men's Boulder & Lead,1560677
8/9/2024,Gold Medal,1,KATOUSSI Firas,Male,Tunisia,TUN,Tunisia,Taekwondo,Men -80kg,1947737
8/9/2024,Silver Medal,2,BARKHORDARI Mehran,Male,IR Iran,IRI,IR Iran,Taekwondo,Men -80kg,1536058
8/9/2024,Bronze Medal,3,ALESSIO Simone,Male,Italy,ITA,Italy,Taekwondo,Men -80kg,1929685
8/9/2024,Bronze Medal,3,HRNIC Edi,Male,Denmark,DEN,Denmark,Taekwondo,Men -80kg,1914832
8/9/2024,Gold Medal,1,MARTON Viviana,Female,Hungary,HUN,Hungary,Taekwondo,Women -67kg,1572318
8/9/2024,Silver Medal,2,PERISIC Aleksandra,Female,Serbia,SRB,Serbia,Taekwondo,Women -67kg,1956372
8/9/2024,Bronze Medal,3,TEACHOUT Kristina,Female,United States,USA,United States,Taekwondo,Women -67kg,1930773
8/9/2024,Bronze Medal,3,CHAARI Sarah,Female,Belgium,BEL,Belgium,Taekwondo,Women -67kg,1903284
8/9/2024,Gold Medal,1,NASAR Karlos May,Male,Bulgaria,BUL,Bulgaria,Weightlifting,Men's 89kg,1903011
8/9/2024,Silver Medal,2,LOPEZ Yeison,Male,Colombia,COL,Colombia,Weightlifting,Men's 89kg,1543506
8/9/2024,Bronze Medal,3,PIZZOLATO Antonino,Male,Italy,ITA,Italy,Weightlifting,Men's 89kg,1568724
8/9/2024,Gold Medal,1,REEVES Olivia,Female,United States,USA,United States,Weightlifting,Women's 71kg,1917154
8/9/2024,Silver Medal,2,SANCHEZ Mari Leivis,Female,Colombia,COL,Colombia,Weightlifting,Women's 71kg,1543509
8/9/2024,Bronze Medal,3,PALACIOS DAJOMES Angie Paola,Female,Ecuador,ECU,Ecuador,Weightlifting,Women's 71kg,1940300
8/9/2024,Gold Medal,1,HIGUCHI Rei,Male,Japan,JPN,Japan,Wrestling,Men's Freestyle 57kg,1939714
8/9/2024,Silver Medal,2,LEE Spencer Richard,Male,United States,USA,United States,Wrestling,Men's Freestyle 57kg,1955415
8/9/2024,Bronze Medal,3,AMAN Aman,Male,India,IND,India,Wrestling,Men's Freestyle 57kg,1931496
8/9/2024,Bronze Medal,3,ABDULLAEV Gulomjon,Male,Uzbekistan,UZB,Uzbekistan,Wrestling,Men's Freestyle 57kg,1562157
8/9/2024,Gold Medal,1,RAMAZANOV Magomed Eldarovitch,Male,Bulgaria,BUL,Bulgaria,Wrestling,Men's Freestyle 86kg,1556873
8/9/2024,Silver Medal,2,YAZDANICHARATI Hassan,Male,IR Iran,IRI,IR Iran,Wrestling,Men's Freestyle 86kg,1544803
8/9/2024,Bronze Medal,3,BROOKS Aaron Marquel,Male,United States,USA,United States,Wrestling,Men's Freestyle 86kg,1955300
8/9/2024,Bronze Medal,3,KURUGLIEV Dauren,Male,Greece,GRE,Greece,Wrestling,Men's Freestyle 86kg,1963800
8/9/2024,Gold Medal,1,SAKURAI Tsugumi,Female,Japan,JPN,Japan,Wrestling,Women's Freestyle 57kg,1939710
8/9/2024,Silver Medal,2,NICHITA Anastasia,Female,Republic of Moldova,MDA,Republic of Moldova,Wrestling,Women's Freestyle 57kg,1572203
8/9/2024,Bronze Medal,3,MAROULIS Helen Louise,Female,United States,USA,United States,Wrestling,Women's Freestyle 57kg,1955426
8/9/2024,Bronze Medal,3,HONG Kexin,Female,China,CHN,China,Wrestling,Women's Freestyle 57kg,1920010
8/10/2024,Gold Medal,1,"Wang Liuyi, Wang Qianyi",Female,China,CHN,China,Artistic Swimming,Duet,SWAWTEAM2---CHN01
8/10/2024,Silver Medal,2,"Kate Shortman, Isabelle Thorpe",Female,Great Britain,GBR,Great Britain,Artistic Swimming,Duet,SWAWTEAM2---GBR01
8/10/2024,Bronze Medal,3,"Bregje de Brouwer, Nooryje de Brouwer",Female,Netherlands,NED,Netherlands,Artistic Swimming,Duet,SWAWTEAM2---NED01
8/10/2024,Gold Medal,1,INGEBRIGTSEN Jakob,Male,Norway,NOR,Norway,Athletics,Men's 5000m,1898250
8/10/2024,Silver Medal,2,KWEMOI Ronald,Male,Kenya,KEN,Kenya,Athletics,Men's 5000m,1963077
8/10/2024,Bronze Medal,3,FISHER Grant,Male,United States,USA,United States,Athletics,Men's 5000m,1960959
8/10/2024,Gold Medal,1,WANYONYI Emmanuel,Male,Kenya,KEN,Kenya,Athletics,Men's 800m,1910412
8/10/2024,Silver Medal,2,AROP Marco,Male,Canada,CAN,Canada,Athletics,Men's 800m,1974048
8/10/2024,Bronze Medal,3,SEDJATI Djamel,Male,Algeria,ALG,Algeria,Athletics,Men's 800m,1963520
8/10/2024,Gold Medal,1,KERR Hamish,Male,New Zealand,NZL,New Zealand,Athletics,Men's High Jump,1926713
8/10/2024,Silver Medal,2,McEWEN Shelby,Male,United States,USA,United States,Athletics,Men's High Jump,1965306
8/10/2024,Bronze Medal,3,BARSHIM Mutaz Essa,Male,Qatar,QAT,Qatar,Athletics,Men's High Jump,1566681
8/10/2024,Gold Medal,1,TOLA Tamirat,Male,Ethiopia,ETH,Ethiopia,Athletics,Men's Marathon,1901284
8/10/2024,Silver Medal,2,ABDI Bashir,Male,Belgium,BEL,Belgium,Athletics,Men's Marathon,1942753
8/10/2024,Bronze Medal,3,KIPRUTO Benson,Male,Kenya,KEN,Kenya,Athletics,Men's Marathon,1910555
8/10/2024,Gold Medal,1,RUSSELL Masai,Female,United States,USA,United States,Athletics,Women's 100m Hurdles,1960169
8/10/2024,Silver Medal,2,SAMBA-MAYELA Cyrena,Female,France,FRA,France,Athletics,Women's 100m Hurdles,1911932
8/10/2024,Bronze Medal,3,CAMACHO-QUINN Jasmine,Female,Puerto Rico,PUR,United States,Athletics,Women's 100m Hurdles,1537183
8/10/2024,Gold Medal,1,KIPYEGON Faith,Female,Kenya,KEN,Kenya,Athletics,Women's 1500m,1910451
8/10/2024,Silver Medal,2,HULL Jessica,Female,Australia,AUS,Australia,Athletics,Women's 1500m,1939795
8/10/2024,Bronze Medal,3,BELL Georgia,Female,Great Britain,GBR,Great Britain,Athletics,Women's 1500m,1956840
8/10/2024,Gold Medal,1,KITAGUCHI Haruka,Female,Japan,JPN,Japan,Athletics,Women's Javelin Throw,1919914
8/10/2024,Silver Medal,2,van DYK Jo-Ane,Female,South Africa,RSA,South Africa,Athletics,Women's Javelin Throw,1981085
8/10/2024,Bronze Medal,3,OGRODNIKOVA Nikola,Female,Czechia,CZE,Czechia,Athletics,Women's Javelin Throw,1892137
8/10/2024,Gold Medal,1,JALOLOV Bakhodir,Male,Uzbekistan,UZB,Uzbekistan,Boxing,Men's +92kg,1556869
8/10/2024,Silver Medal,2,GHADFA DRISSI EL AISSAOUI Ayoub,Male,Spain,ESP,Spain,Boxing,Men's +92kg,1934775
8/10/2024,Gold Medal,1,KHALOKOV Abdumalik,Male,Uzbekistan,UZB,Uzbekistan,Boxing,Men's 57kg,1556049
8/10/2024,Silver Medal,2,SEIITBEK UULU Munarbek,Male,Kyrgyzstan,KGZ,Kyrgyzstan,Boxing,Men's 57kg,1878687
8/10/2024,Gold Medal,1,LIN Yu Ting,Female,Chinese Taipei,TPE,Chinese Taipei,Boxing,Women's 57kg,1887963
8/10/2024,Silver Medal,2,SZEREMETA Julia,Female,Poland,POL,Poland,Boxing,Women's 57kg,1568655
8/10/2024,Gold Medal,1,LI Qian,Female,China,CHN,China,Boxing,Women's 75kg,1926826
8/10/2024,Silver Medal,2,BYLON Atheyna Bibeichi,Female,Panama,PAN,Panama,Boxing,Women's 75kg,1965679
8/10/2024,Gold Medal,1,PHIL WIZARD,Male,Canada,CAN,Canada,Breaking,B-Boys,1958888
8/10/2024,Silver Medal,2,DANY DANN,Male,France,FRA,France,Breaking,B-Boys,1880191
8/10/2024,Bronze Medal,3,VICTOR,Male,United States,USA,United States,Breaking,B-Boys,1955590
8/10/2024,Gold Medal,1,DOSTAL Josef,Male,Czechia,CZE,Czechia,Canoe Sprint,Men's Kayak Single 1000m,1878715
8/10/2024,Silver Medal,2,VARGA Adam,Male,Hungary,HUN,Hungary,Canoe Sprint,Men's Kayak Single 1000m,1570863
8/10/2024,Bronze Medal,3,KOPASZ Balint,Male,Hungary,HUN,Hungary,Canoe Sprint,Men's Kayak Single 1000m,1569972
8/10/2024,Gold Medal,1,VINCENT Katie,Female,Canada,CAN,Canada,Canoe Sprint,Women's Canoe Single 200m,1964547
8/10/2024,Silver Medal,2,HARRISON Nevin,Female,United States,USA,United States,Canoe Sprint,Women's Canoe Single 200m,1955126
8/10/2024,Bronze Medal,3,CIRILO DUBOYS Yarisleidis,Female,Cuba,CUB,Cuba,Canoe Sprint,Women's Canoe Single 200m,1564506
8/10/2024,Gold Medal,1,CARRINGTON Lisa,Female,New Zealand,NZL,New Zealand,Canoe Sprint,Women's Kayak Single 500m,1945383
8/10/2024,Silver Medal,2,CSIPES Tamara,Female,Hungary,HUN,Hungary,Canoe Sprint,Women's Kayak Single 500m,1568350
8/10/2024,Bronze Medal,3,JORGENSEN Emma Aastrand,Female,Denmark,DEN,Denmark,Canoe Sprint,Women's Kayak Single 500m,1892423
8/10/2024,Gold Medal,1,CAO Yuan,Male,China,CHN,China,Diving,Men's 10m Platform,1901556
8/10/2024,Silver Medal,2,TAMAI Rikuto,Male,Japan,JPN,Japan,Diving,Men's 10m Platform,1891685
8/10/2024,Bronze Medal,3,WILLIAMS Noah,Male,Great Britain,GBR,Great Britain,Diving,Men's 10m Platform,1900857
8/10/2024,Gold Medal,1,KO Lydia,Female,New Zealand,NZL,New Zealand,Golf,Women's Individual Stroke Play,1939553
8/10/2024,Silver Medal,2,HENSELEIT Esther,Female,Germany,GER,Germany,Golf,Women's Individual Stroke Play,1892506
8/10/2024,Bronze Medal,3,LIN Xiyu Janet,Female,China,CHN,China,Golf,Women's Individual Stroke Play,1913218
8/10/2024,Gold Medal,1,ELGENDY Ahmed,Male,Egypt,EGY,Egypt,Modern Pentathlon,Men's Individual,1932649
8/10/2024,Silver Medal,2,SATO Taishu,Male,Japan,JPN,Japan,Modern Pentathlon,Men's Individual,1887939
8/10/2024,Bronze Medal,3,MALAN Giorgio,Male,Italy,ITA,Italy,Modern Pentathlon,Men's Individual,1553031
8/10/2024,Gold Medal,1,GARNBRET Janja,Female,Slovenia,SLO,Slovenia,Sport Climbing,Women's Boulder & Lead,1981131
8/10/2024,Silver Medal,2,RABOUTOU Brooke,Female,United States,USA,United States,Sport Climbing,Women's Boulder & Lead,1950307
8/10/2024,Bronze Medal,3,PILZ Jessica,Female,Austria,AUT,Austria,Sport Climbing,Women's Boulder & Lead,1560673
8/10/2024,Gold Medal,1,SALIMI Arian,Male,IR Iran,IRI,IR Iran,Taekwondo,Men +80kg,1536045
8/10/2024,Silver Medal,2,CUNNINGHAM Caden,Male,Great Britain,GBR,Great Britain,Taekwondo,Men +80kg,1896149
8/10/2024,Bronze Medal,3,ALBA Rafael,Male,Cuba,CUB,Cuba,Taekwondo,Men +80kg,1897088
8/10/2024,Bronze Medal,3,CISSE Cheick Sallah,Male,Côte d'Ivoire,CIV,Côte d'Ivoire,Taekwondo,Men +80kg,1548401
8/10/2024,Gold Medal,1,LAURIN Althea,Female,France,FRA,France,Taekwondo,Women +67kg,1893272
8/10/2024,Silver Medal,2,OSIPOVA Svetlana,Female,Uzbekistan,UZB,Uzbekistan,Taekwondo,Women +67kg,1887768
8/10/2024,Bronze Medal,3,LEE Dabin,Female,Korea,KOR,Korea,Taekwondo,Women +67kg,1904039
8/10/2024,Bronze Medal,3,KUS AYDIN Nafia,Female,Türkiye,TUR,Türkiye,Taekwondo,Women +67kg,1566738
8/10/2024,Gold Medal,1,TALAKHADZE Lasha,Male,Georgia,GEO,Georgia,Weightlifting,Men's +102kg,1551443
8/10/2024,Silver Medal,2,LALAYAN Varazdat,Male,Armenia,ARM,Armenia,Weightlifting,Men's +102kg,1544424
8/10/2024,Bronze Medal,3,MINASYAN Gor,Male,Bahrain,BRN,Bahrain,Weightlifting,Men's +102kg,1540334
8/10/2024,Gold Medal,1,LIU Huanhua,Male,China,CHN,China,Weightlifting,Men's 102kg,1918369
8/10/2024,Silver Medal,2,DJURAEV Akbar,Male,Uzbekistan,UZB,Uzbekistan,Weightlifting,Men's 102kg,1551307
8/10/2024,Bronze Medal,3,TSIKHANTSOU Yauheni,Male,AIN,AIN,Belarus,Weightlifting,Men's 102kg,1569832
8/10/2024,Gold Medal,1,KOANDA Solfrid Eila Amena,Female,Norway,NOR,Norway,Weightlifting,Women's 81kg,1878625
8/10/2024,Silver Medal,2,AHMED Sara,Female,Egypt,EGY,Egypt,Weightlifting,Women's 81kg,1563010
8/10/2024,Bronze Medal,3,DAJOMES BARRERA Neisi Patricia,Female,Ecuador,ECU,Ecuador,Weightlifting,Women's 81kg,1940308
8/10/2024,Gold Medal,1,PETRIASHVILI Geno,Male,Georgia,GEO,Georgia,Wrestling,Men's Freestyle 125kg,1554885
8/10/2024,Silver Medal,2,ZARE Amir Hossein,Male,IR Iran,IRI,IR Iran,Wrestling,Men's Freestyle 125kg,1543088
8/10/2024,Bronze Medal,3,AKGUL Taha,Male,Türkiye,TUR,Türkiye,Wrestling,Men's Freestyle 125kg,1570546
8/10/2024,Bronze Medal,3,MESHVILDISHVILI Giorgi,Male,Azerbaijan,AZE,Azerbaijan,Wrestling,Men's Freestyle 125kg,1947172
8/10/2024,Gold Medal,1,JAMALOV Razambek Salambekovitch,Male,Uzbekistan,UZB,Uzbekistan,Wrestling,Men's Freestyle 74kg,1562164
8/10/2024,Silver Medal,2,TAKATANI Daichi,Male,Japan,JPN,Japan,Wrestling,Men's Freestyle 74kg,1939708
8/10/2024,Bronze Medal,3,DAKE Kyle Douglas,Male,United States,USA,United States,Wrestling,Men's Freestyle 74kg,1955345
8/10/2024,Bronze Medal,3,VALIEV Chermen,Male,Albania,ALB,Albania,Wrestling,Men's Freestyle 74kg,3429662
8/10/2024,Gold Medal,1,MOTOKI Sakura,Female,Japan,JPN,Japan,Wrestling,Women's Freestyle 62kg,1939702
8/10/2024,Silver Medal,2,KOLIADENKO Iryna,Female,Ukraine,UKR,Ukraine,Wrestling,Women's Freestyle 62kg,1897022
8/10/2024,Bronze Medal,3,TYNYBEKOVA Aisuluu,Female,Kyrgyzstan,KGZ,Kyrgyzstan,Wrestling,Women's Freestyle 62kg,1902786
8/10/2024,Bronze Medal,3,BULLEN Grace Jacob,Female,Norway,NOR,Norway,Wrestling,Women's Freestyle 62kg,1878635
8/11/2024,Gold Medal,1,HASSAN Sifan,Female,Netherlands,NED,Netherlands,Athletics,Women's Marathon,1972105
8/11/2024,Silver Medal,2,ASSEFA Tigst,Female,Ethiopia,ETH,Ethiopia,Athletics,Women's Marathon,1901487
8/11/2024,Bronze Medal,3,OBIRI Hellen,Female,Kenya,KEN,Kenya,Athletics,Women's Marathon,1932851
8/11/2024,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands,NED,Netherlands,Cycling Track,Men's Keirin,1969182
8/11/2024,Silver Medal,2,RICHARDSON Matthew,Male,Australia,AUS,Australia,Cycling Track,Men's Keirin,1940263
8/11/2024,Bronze Medal,3,GLAETZER Matthew,Male,Australia,AUS,Australia,Cycling Track,Men's Keirin,1940262
8/11/2024,Gold Medal,1,VALENTE Jennifer,Female,United States,USA,United States,Cycling Track,Women's Omnium,1955106
8/11/2024,Silver Medal,2,PIKULIK Daria,Female,Poland,POL,Poland,Cycling Track,Women's Omnium,1572953
8/11/2024,Bronze Medal,3,WOLLASTON Ally,Female,New Zealand,NZL,New Zealand,Cycling Track,Women's Omnium,1945080
8/11/2024,Gold Medal,1,ANDREWS Ellesse,Female,New Zealand,NZL,New Zealand,Cycling Track,Women's Sprint,1945040
8/11/2024,Silver Medal,2,FRIEDRICH Lea,Female,Germany,GER,Germany,Cycling Track,Women's Sprint,1889704
8/11/2024,Bronze Medal,3,FINUCANE Emma,Female,Great Britain,GBR,Great Britain,Cycling Track,Women's Sprint,1912522
8/11/2024,Gold Medal,1,GULYAS Michelle,Female,Hungary,HUN,Hungary,Modern Pentathlon,Women's Individual,1936619
8/11/2024,Silver Medal,2,CLOUVEL Elodie,Female,France,FRA,France,Modern Pentathlon,Women's Individual,1545116
8/11/2024,Bronze Medal,3,SEONG Seungmin,Female,Korea,KOR,Korea,Modern Pentathlon,Women's Individual,1786902
8/11/2024,Gold Medal,1,LI Wenwen,Female,China,CHN,China,Weightlifting,Women's +81kg,1918376
8/11/2024,Silver Medal,2,PARK Hyejeong,Female,Korea,KOR,Korea,Weightlifting,Women's +81kg,1894414
8/11/2024,Bronze Medal,3,CAMPBELL Emily,Female,Great Britain,GBR,Great Britain,Weightlifting,Women's +81kg,1544179
8/11/2024,Gold Medal,1,KIYOOKA Kotaro,Male,Japan,JPN,Japan,Wrestling,Men's Freestyle 65kg,1939700
8/11/2024,Silver Medal,2,AMOUZADKHALILI Rahman,Male,IR Iran,IRI,IR Iran,Wrestling,Men's Freestyle 65kg,1544830
8/11/2024,Bronze Medal,3,RIVERA Sebastian C,Male,Puerto Rico,PUR,United States,Wrestling,Men's Freestyle 65kg,1537188
8/11/2024,Bronze Medal,3,DUDAEV Islam,Male,Albania,ALB,Albania,Wrestling,Men's Freestyle 65kg,1559387
8/11/2024,Gold Medal,1,TAZHUDINOV Akhmed,Male,Bahrain,BRN,Bahrain,Wrestling,Men's Freestyle 97kg,1540305
8/11/2024,Silver Medal,2,MATCHARASHVILI Givi,Male,Georgia,GEO,Georgia,Wrestling,Men's Freestyle 97kg,1552495
8/11/2024,Bronze Medal,3,MAGOMEDOV Magomedkhan,Male,Azerbaijan,AZE,Azerbaijan,Wrestling,Men's Freestyle 97kg,1981785
8/11/2024,Bronze Medal,3,AZARPIRA Amirali,Male,IR Iran,IRI,IR Iran,Wrestling,Men's Freestyle 97kg,1543095
8/11/2024,Gold Medal,1,KAGAMI Yuka,Female,Japan,JPN,Japan,Wrestling,Women's Freestyle 76kg,1939701
8/11/2024,Silver Medal,2,BLADES Kennedy Alexis,Female,United States,USA,United States,Wrestling,Women's Freestyle 76kg,1955344
8/11/2024,Bronze Medal,3,MARIN POTRILLE Milaimy de la Carid,Female,Cuba,CUB,Cuba,Wrestling,Women's Freestyle 76kg,1571936
8/11/2024,Bronze Medal,3,RENTERIA RENTERIA Tatiana,Female,Colombia,COL,Colombia,Wrestling,Women's Freestyle 76kg,1535513
7/27/2024,Gold Medal,1,CHANG Yani,Female,China,CHN,China,Diving,Women's Synchronised 3m Springboard,1901539
7/27/2024,Gold Medal,1,CHEN Yiwen,Female,China,CHN,China,Diving,Women's Synchronised 3m Springboard,1901538
7/27/2024,Silver Medal,2,BACON Sarah,Female,United States,USA,United States,Diving,Women's Synchronised 3m Springboard,1954159
7/27/2024,Silver Medal,2,COOK Kassidy,Female,United States,USA,United States,Diving,Women's Synchronised 3m Springboard,1954168
7/27/2024,Bronze Medal,3,HARPER Yasmin,Female,Great Britain,GBR,Great Britain,Diving,Women's Synchronised 3m Springboard,1900841
7/27/2024,Bronze Medal,3,MEW JENSEN Scarlett,Female,Great Britain,GBR,Great Britain,Diving,Women's Synchronised 3m Springboard,1973355
7/27/2024,Gold Medal,1,PASQUET Varian,Male,France,FRA,France,Rugby Sevens,Men,1879682
7/27/2024,Gold Medal,1,TIMO Andy,Male,France,FRA,France,Rugby Sevens,Men,1879687
7/27/2024,Gold Medal,1,REBBADJ Rayan,Male,France,FRA,France,Rugby Sevens,Men,1879683
7/27/2024,Gold Medal,1,FORNER Theo,Male,France,FRA,France,Rugby Sevens,Men,1879671
7/27/2024,Gold Medal,1,PAREZ EDO MARTIN Stephen,Male,France,FRA,France,Rugby Sevens,Men,1879681
7/27/2024,Gold Medal,1,RIVA Paulin,Male,France,FRA,France,Rugby Sevens,Men,1879684
7/27/2024,Gold Medal,1,JOSEPH Jefferson-Lee,Male,France,FRA,France,Rugby Sevens,Men,1879675
7/27/2024,Gold Medal,1,ZEGHDAR Antoine,Male,France,FRA,France,Rugby Sevens,Men,1879692
7/27/2024,Gold Medal,1,GRANDIDIER NKANANG Aaron,Male,France,FRA,France,Rugby Sevens,Men,1879672
7/27/2024,Gold Medal,1,BARRAQUE Jean Pascal,Male,France,FRA,France,Rugby Sevens,Men,1879661
7/27/2024,Gold Medal,1,DUPONT Antoine,Male,France,FRA,France,Rugby Sevens,Men,1879669
7/27/2024,Gold Medal,1,SEPHO Jordan,Male,France,FRA,France,Rugby Sevens,Men,1879685
7/27/2024,Gold Medal,1,EPEE Nelson,Male,France,FRA,France,Rugby Sevens,Men,1879670
7/27/2024,Silver Medal,2,NASOVA Joji,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1908897
7/27/2024,Silver Medal,2,TALACOLO Joseva,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1908838
7/27/2024,Silver Medal,2,MATANA Jeremaia,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1913346
7/27/2024,Silver Medal,2,MOCENACAGI Sevuloni,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1977633
7/27/2024,Silver Medal,2,BALEIWAIRIKI Iosefo,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1913523
7/27/2024,Silver Medal,2,LOGANIMASI Ponipate,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1982069
7/27/2024,Silver Medal,2,VEILAWA Terio Tamani,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1913286
7/27/2024,Silver Medal,2,NACUQU Waisea,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1913334
7/27/2024,Silver Medal,2,TUWAI Jerry,Male,Fiji,FIJ,Fiji,Rugby Sevens,Men,1908911
