medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,discipline,event,code
7/27/2024,Gold Medal,1,EVENEPOEL Remco,Male,Belgium,GER,Belgium,Cycling Road,Men's Individual Time Trial,1903136
7/27/2024,Silver Medal,2,GANNA Filippo,Male,Italy,ITA,Italy,Cycling Road,Men's Individual Time Trial,1923520
7/27/2024,Bronze Medal,3,van AERT Wout,Male,Belgium,BEL,Belgium,Cycling Road,Men's Individual Time Trial,1903147
7/27/2024,Gold Medal,1,BROWN Grace,Female,Australia,AUS,Australia,Cycling Road,Women's Individual Time Trial,1940173
7/27/2024,Silver Medal,2,HENDERSON Anna,Female,Great Britain,GBR,Great Britain,Cycling Road,Women's Individual Time Trial,1912525
7/27/2024,Bronze Medal,3,DYGERT Chloe,Female,United States,USA,United States,Cycling Road,Women's Individual Time Trial,1955079
7/27/2024,Gold Medal,1,OH Sanguk,Male,Korea,KOR,Korea,Fencing,Men's Sabre Individual,1927149
7/27/2024,Silver Medal,2,FERJANI Fares,Male,Tunisia,TUN,Tunisia,Fencing,Men's Sabre Individual,1937783
7/27/2024,Bronze Medal,3,SAMELE Luigi,Male,Italy,ITA,Italy,Fencing,Men's Sabre Individual,1924595
7/27/2024,Gold Medal,1,KONG Man Wai Vivian,Female,"Hong Kong, China",HKG,"Hong Kong, China",Fencing,Women's Épée Individual,1963262
7/27/2024,Silver Medal,2,MALLO-BRETON Auriane,Female,France,FRA,France,Fencing,Women's Épée Individual,1916183
7/27/2024,Bronze Medal,3,MUHARI Eszter,Female,Hungary,HUN,Hungary,Fencing,Women's Épée Individual,1946375
7/27/2024,Gold Medal,1,SMETOV Yeldos,Male,Kazakhstan,KAZ,Kazakhstan,Judo,Men -60 kg,1935408
7/27/2024,Silver Medal,2,MKHEIDZE Luka,Male,France,FRA,France,Judo,Men -60 kg,1891304
7/27/2024,Bronze Medal,3,NAGAYAMA Ryuju,Male,Japan,JPN,Japan,Judo,Men -60 kg,1896752
7/27/2024,Bronze Medal,3,GARRIGOS Francisco,Male,Spain,ESP,Spain,Judo,Men -60 kg,1563544
7/27/2024,Gold Medal,1,TSUNODA Natsumi,Female,Japan,JPN,Japan,Judo,Women -48 kg,1896735
7/27/2024,Silver Medal,2,BAVUUDORJ Baasankhuu,Female,Mongolia,MGL,Mongolia,Judo,Women -48 kg,1914467
7/27/2024,Bronze Medal,3,BOUKLI Shirine,Female,France,FRA,France,Judo,Women -48 kg,1891280
7/27/2024,Bronze Medal,3,BABULFATH Tara,Female,Sweden,SWE,Sweden,Judo,Women -48 kg,1571911
7/27/2024,Gold Medal,1,MAERTENS Lukas,Male,Germany,GER,Germany,Swimming,Men's 400m Freestyle,1907192
7/27/2024,Silver Medal,2,WINNINGTON Elijah,Male,Australia,AUS,Australia,Swimming,Men's 400m Freestyle,1946172
7/27/2024,Bronze Medal,3,KIM Woomin,Male,Korea,KOR,Korea,Swimming,Men's 400m Freestyle,4654306
7/27/2024,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,Swimming,Women's 400m Freestyle,1946150
7/27/2024,Silver Medal,2,McINTOSH Summer,Female,Canada,CAN,Canada,Swimming,Women's 400m Freestyle,1967140
7/27/2024,Bronze Medal,3,LEDECKY Katie,Female,United States,USA,United States,Swimming,Women's 400m Freestyle,1935938
7/28/2024,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,Canoe Slalom,Women's Kayak Single,1940205
7/28/2024,Silver Medal,2,ZWOLINSKA Klaudia,Female,Poland,POL,Poland,Canoe Slalom,Women's Kayak Single,1942126
7/28/2024,Bronze Medal,3,WOODS Kimberley,Female,Great Britain,GBR,Great Britain,Canoe Slalom,Women's Kayak Single,1896045
7/28/2024,Gold Medal,1,FERRAND PREVOT Pauline,Female,France,FRA,France,Cycling Mountain Bike,Women's Cross-country,1895672
7/28/2024,Silver Medal,2,BATTEN Haley,Female,United States,USA,United States,Cycling Mountain Bike,Women's Cross-country,1955070
7/28/2024,Bronze Medal,3,RISSVEDS Jenny,Female,Sweden,SWE,Sweden,Cycling Mountain Bike,Women's Cross-country,1564023
7/28/2024,Gold Medal,1,KANO Koki,Male,Japan,JPN,Japan,Fencing,Men's Épée Individual,1896548
7/28/2024,Silver Medal,2,BOREL Yannick,Male,France,FRA,France,Fencing,Men's Épée Individual,1916194
7/28/2024,Bronze Medal,3,ELSAYED Mohamed,Male,Egypt,EGY,Egypt,Fencing,Men's Épée Individual,1936462
7/28/2024,Gold Medal,1,KIEFER Lee,Female,United States,USA,United States,Fencing,Women's Foil Individual,1950611
7/28/2024,Silver Medal,2,SCRUGGS Lauren,Female,United States,USA,United States,Fencing,Women's Foil Individual,1950643
7/28/2024,Bronze Medal,3,HARVEY Eleanor,Female,Canada,CAN,Canada,Fencing,Women's Foil Individual,1973213
7/28/2024,Gold Medal,1,ABE Hifumi,Male,Japan,JPN,Japan,Judo,Men -66 kg,1896763
7/28/2024,Silver Medal,2,LIMA Willian,Male,Brazil,BRA,Brazil,Judo,Men -66 kg,1953840
7/28/2024,Bronze Medal,3,KYRGYZBAYEV Gusman,Male,Kazakhstan,KAZ,Kazakhstan,Judo,Men -66 kg,1935410
7/28/2024,Bronze Medal,3,VIERU Denis,Male,Republic of Moldova,MDA,Republic of Moldova,Judo,Men -66 kg,1561138
7/28/2024,Gold Medal,1,KELDIYOROVA Diyora,Female,Uzbekistan,UZB,Uzbekistan,Judo,Women -52 kg,1566997
7/28/2024,Silver Medal,2,KRASNIQI Distria,Female,Kosovo,KOS,Kosovo,Judo,Women -52 kg,1550162
7/28/2024,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,BRA,Brazil,Judo,Women -52 kg,1953817
7/28/2024,Bronze Medal,3,BUCHARD Amandine,Female,France,FRA,France,Judo,Women -52 kg,1891283
7/28/2024,Gold Medal,1,XIE Yu,Male,China,CHN,China,Shooting,10m Air Pistol Men,1913907
7/28/2024,Silver Medal,2,MALDINI Federico Nilo,Male,Italy,ITA,Italy,Shooting,10m Air Pistol Men,1551388
7/28/2024,Bronze Medal,3,MONNA Paolo,Male,Italy,ITA,Italy,Shooting,10m Air Pistol Men,1551387
7/28/2024,Gold Medal,1,OH Ye Jin,Female,Korea,KOR,Korea,Shooting,10m Air Pistol Women,1893972
7/28/2024,Silver Medal,2,KIM Yeji,Female,Korea,KOR,Korea,Shooting,10m Air Pistol Women,1893930
7/28/2024,Bronze Medal,3,BHAKER Manu,Female,India,IND,India,Shooting,10m Air Pistol Women,1538159
7/28/2024,Gold Medal,1,YOSHIZAWA Coco,Female,Japan,JPN,Japan,Skateboarding,Women's Street,1902055
7/28/2024,Silver Medal,2,AKAMA Liz,Female,Japan,JPN,Japan,Skateboarding,Women's Street,1902069
7/28/2024,Bronze Medal,3,LEAL Rayssa,Female,Brazil,BRA,Brazil,Skateboarding,Women's Street,1955689
7/28/2024,Gold Medal,1,MARTINENGHI Nicolo,Male,Italy,ITA,Italy,Swimming,Men's 100m Breaststroke,1925633
7/28/2024,Silver Medal,2,PEATY Adam,Male,Great Britain,GBR,Great Britain,Swimming,Men's 100m Breaststroke,1956469
7/28/2024,Silver Medal,2,FINK Nic,Male,United States,USA,United States,Swimming,Men's 100m Breaststroke,1935901
7/28/2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,Swimming,Men's 400m Individual Medley,1909294
7/28/2024,Silver Medal,2,MATSUSHITA Tomoyuki,Male,Japan,JPN,Japan,Swimming,Men's 400m Individual Medley,1963635
7/28/2024,Bronze Medal,3,FOSTER Carson,Male,United States,USA,United States,Swimming,Men's 400m Individual Medley,1935903
7/28/2024,Gold Medal,1,HUSKE Torri,Female,United States,USA,United States,Swimming,Women's 100m Butterfly,1935923
7/28/2024,Silver Medal,2,WALSH Gretchen,Female,United States,USA,United States,Swimming,Women's 100m Butterfly,1935998
7/28/2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,Swimming,Women's 100m Butterfly,1945125
7/29/2024,Gold Medal,1,GESTIN Nicolas,Male,France,FRA,France,Canoe Slalom,Men's Canoe Single,1880479
7/29/2024,Silver Medal,2,BURGESS Adam,Male,Great Britain,GBR,Great Britain,Canoe Slalom,Men's Canoe Single,1896030
7/29/2024,Bronze Medal,3,BENUS Matej,Male,Slovakia,SVK,Slovakia,Canoe Slalom,Men's Canoe Single,1961080
7/29/2024,Gold Medal,1,PIDCOCK Thomas,Male,Great Britain,GBR,Great Britain,Cycling Mountain Bike,Men's Cross-country,1912546
7/29/2024,Silver Medal,2,KORETZKY Victor,Male,France,FRA,France,Cycling Mountain Bike,Men's Cross-country,1895687
7/29/2024,Bronze Medal,3,HATHERLY Alan,Male,South Africa,RSA,South Africa,Cycling Mountain Bike,Men's Cross-country,1943604
7/29/2024,Gold Medal,1,JUNG Michael,Male,Germany,GER,Germany,Equestrian,Eventing Individual,1914921
7/29/2024,Silver Medal,2,BURTON Christopher,Male,Australia,AUS,Australia,Equestrian,Eventing Individual,1940438
7/29/2024,Bronze Medal,3,COLLETT Laura,Female,Great Britain,GBR,Great Britain,Equestrian,Eventing Individual,1970898
7/29/2024,Gold Medal,1,CHEUNG Ka Long,Male,"Hong Kong, China",HKG,"Hong Kong, China",Fencing,Men's Foil Individual,1963245
7/29/2024,Silver Medal,2,MACCHI Filippo,Male,Italy,ITA,Italy,Fencing,Men's Foil Individual,1924289
7/29/2024,Bronze Medal,3,ITKIN Nick,Male,United States,USA,United States,Fencing,Men's Foil Individual,1950602
7/29/2024,Gold Medal,1,APITHY-BRUNET Manon,Female,France,FRA,France,Fencing,Women's Sabre Individual,1916223
7/29/2024,Silver Medal,2,BALZER Sara,Female,France,FRA,France,Fencing,Women's Sabre Individual,1916222
7/29/2024,Bronze Medal,3,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Individual,1897644
7/29/2024,Gold Medal,1,HEYDAROV Hidayat,Male,Azerbaijan,AZE,Azerbaijan,Judo,Men -73 kg,1972337
7/29/2024,Silver Medal,2,GABA Joan-Benjamin,Male,France,FRA,France,Judo,Men -73 kg,1891311
7/29/2024,Bronze Medal,3,OSMANOV Adil,Male,Republic of Moldova,MDA,Republic of Moldova,Judo,Men -73 kg,1563437
7/29/2024,Bronze Medal,3,HASHIMOTO Soichi,Male,Japan,JPN,Japan,Judo,Men -73 kg,1896740
7/29/2024,Gold Medal,1,DEGUCHI Christa,Female,Canada,CAN,Canada,Judo,Women -57 kg,1955526
7/29/2024,Silver Medal,2,HUH Mimi,Female,Korea,KOR,Korea,Judo,Women -57 kg,1928067
7/29/2024,Bronze Medal,3,FUNAKUBO Haruka,Female,Japan,JPN,Japan,Judo,Women -57 kg,1896733
7/29/2024,Bronze Medal,3,CYSIQUE Sarah Leonie,Female,France,FRA,France,Judo,Women -57 kg,1891286
7/29/2024,Gold Medal,1,SHENG Lihao,Male,China,CHN,China,Shooting,10m Air Rifle Men,1913899
7/29/2024,Silver Medal,2,LINDGREN Victor,Male,Sweden,SWE,Sweden,Shooting,10m Air Rifle Men,1572919
7/29/2024,Bronze Medal,3,MARICIC Miran,Male,Croatia,CRO,Croatia,Shooting,10m Air Rifle Men,1888047
7/29/2024,Gold Medal,1,BAN Hyojin,Female,Korea,KOR,Korea,Shooting,10m Air Rifle Women,1893845
7/29/2024,Silver Medal,2,HUANG Yuting,Female,China,CHN,China,Shooting,10m Air Rifle Women,1913945
7/29/2024,Bronze Medal,3,GOGNIAT Audrey,Female,Switzerland,SUI,Switzerland,Shooting,10m Air Rifle Women,1976545
7/29/2024,Gold Medal,1,HORIGOME Yuto,Male,Japan,JPN,Japan,Skateboarding,Men's Street,1902081
7/29/2024,Silver Medal,2,EATON Jagger,Male,United States,USA,United States,Skateboarding,Men's Street,1944226
7/29/2024,Bronze Medal,3,HUSTON Nyjah,Male,United States,USA,United States,Skateboarding,Men's Street,1944232
7/29/2024,Gold Medal,1,CECCON Thomas,Male,Italy,ITA,Italy,Swimming,Men's 100m Backstroke,1925635
7/29/2024,Silver Medal,2,XU Jiayu,Male,China,CHN,China,Swimming,Men's 100m Backstroke,1945132
7/29/2024,Bronze Medal,3,MURPHY Ryan,Male,United States,USA,United States,Swimming,Men's 100m Backstroke,1935957
7/29/2024,Gold Medal,1,POPOVICI David,Male,Romania,ROU,Romania,Swimming,Men's 200m Freestyle,1543549
7/29/2024,Silver Medal,2,RICHARDS Matthew,Male,Great Britain,GBR,Great Britain,Swimming,Men's 200m Freestyle,1903617
7/29/2024,Bronze Medal,3,HOBSON Luke,Male,United States,USA,United States,Swimming,Men's 200m Freestyle,1935918
7/29/2024,Gold Medal,1,SMITH Tatjana,Female,South Africa,RSA,South Africa,Swimming,Women's 100m Breaststroke,1962589
7/29/2024,Silver Medal,2,TANG Qianting,Female,China,CHN,China,Swimming,Women's 100m Breaststroke,1945200
7/29/2024,Bronze Medal,3,Mc SHARRY Mona,Female,Ireland,IRL,Ireland,Swimming,Women's 100m Breaststroke,1543304
7/29/2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Swimming,Women's 200m Freestyle,1946218
7/29/2024,Silver Medal,2,TITMUS Ariarne,Female,Australia,AUS,Australia,Swimming,Women's 200m Freestyle,1946150
7/29/2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",Swimming,Women's 200m Freestyle,1925125
7/29/2024,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,Swimming,Women's 400m Individual Medley,1967140
7/29/2024,Silver Medal,2,GRIMES Katie,Female,United States,USA,United States,Swimming,Women's 400m Individual Medley,1935909
7/29/2024,Bronze Medal,3,WEYANT Emma,Female,United States,USA,United States,Swimming,Women's 400m Individual Medley,1936001
7/30/2024,Gold Medal,1,NAGASE Takanori,Male,Japan,JPN,Japan,Judo,Men -81 kg,1896765
7/30/2024,Silver Medal,2,GRIGALASHVILI Tato,Male,Georgia,GEO,Georgia,Judo,Men -81 kg,1546651
7/30/2024,Bronze Medal,3,LEE Joonhwan,Male,Korea,KOR,Korea,Judo,Men -81 kg,1928079
7/30/2024,Bronze Medal,3,MAKHMADBEKOV Somon,Male,Tajikistan,TJK,Tajikistan,Judo,Men -81 kg,1570561
7/30/2024,Gold Medal,1,LESKI Andreja,Female,Slovenia,SLO,Slovenia,Judo,Women -63 kg,1980833
7/30/2024,Silver Medal,2,AWITI ALCARAZ Prisca,Female,Mexico,MEX,Mexico,Judo,Women -63 kg,1537287
7/30/2024,Bronze Medal,3,AGBEGNENOU Clarisse,Female,France,FRA,France,Judo,Women -63 kg,1891289
7/30/2024,Bronze Medal,3,FAZLIU Laura,Female,Kosovo,KOS,Kosovo,Judo,Women -63 kg,1550167
7/30/2024,Gold Medal,1,HALES Nathan,Male,Great Britain,GBR,Great Britain,Shooting,Trap Men,1904430
7/30/2024,Silver Medal,2,QI Ying,Male,China,CHN,China,Shooting,Trap Men,1913928
7/30/2024,Bronze Medal,3,BROL CARDENAS Jean Pierre,Male,Guatemala,GUA,Guatemala,Shooting,Trap Men,1958970
7/30/2024,Gold Medal,1,WIFFEN Daniel,Male,Ireland,IRL,Ireland,Swimming,Men's 800m Freestyle,1539969
7/30/2024,Silver Medal,2,FINKE Bobby,Male,United States,USA,United States,Swimming,Men's 800m Freestyle,1935902
7/30/2024,Bronze Medal,3,PALTRINIERI Gregorio,Male,Italy,ITA,Italy,Swimming,Men's 800m Freestyle,1925630
7/30/2024,Gold Medal,1,McKEOWN Kaylee,Female,Australia,AUS,Australia,Swimming,Women's 100m Backstroke,1946198
7/30/2024,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,Swimming,Women's 100m Backstroke,1935984
7/30/2024,Bronze Medal,3,BERKOFF Katharine,Female,United States,USA,United States,Swimming,Women's 100m Backstroke,1935873
7/31/2024,Gold Medal,1,OKA Shinnosuke,Male,Japan,JPN,Japan,Artistic Gymnastics,Men's All-Around,1919480
7/31/2024,Silver Medal,2,ZHANG Boheng,Male,China,CHN,China,Artistic Gymnastics,Men's All-Around,1918864
7/31/2024,Bronze Medal,3,XIAO Ruoteng,Male,China,CHN,China,Artistic Gymnastics,Men's All-Around,1918860
7/31/2024,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,Canoe Slalom,Women's Canoe Single,1940205
7/31/2024,Silver Medal,2,LILIK Elena,Female,Germany,GER,Germany,Canoe Slalom,Women's Canoe Single,1913770
7/31/2024,Bronze Medal,3,LEIBFARTH Evy,Female,United States,USA,United States,Canoe Slalom,Women's Canoe Single,1955132
7/31/2024,Gold Medal,1,TORRES GIL Jose,Male,Argentina,ARG,Argentina,Cycling BMX Freestyle,Men's Park,1916809
7/31/2024,Silver Medal,2,REILLY Kieran Darren David,Male,Great Britain,GBR,Great Britain,Cycling BMX Freestyle,Men's Park,1912548
7/31/2024,Bronze Medal,3,JEANJEAN Anthony,Male,France,FRA,France,Cycling BMX Freestyle,Men's Park,1895685
7/31/2024,Gold Medal,1,DENG Yawen,Female,China,CHN,China,Cycling BMX Freestyle,Women's Park,1920569
7/31/2024,Silver Medal,2,BENEGAS Perris,Female,United States,USA,United States,Cycling BMX Freestyle,Women's Park,1955071
7/31/2024,Bronze Medal,3,DIEHM Natalya,Female,Australia,AUS,Australia,Cycling BMX Freestyle,Women's Park,1940118
7/31/2024,Gold Medal,1,BEKAURI Lasha,Male,Georgia,GEO,Georgia,Judo,Men -90 kg,1548817
7/31/2024,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,Judo,Men -90 kg,1896750
7/31/2024,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,Judo,Men -90 kg,1891318
7/31/2024,Bronze Medal,3,TSELIDIS Theodoros,Male,Greece,GRE,Greece,Judo,Men -90 kg,1961318
7/31/2024,Gold Medal,1,MATIC Barbara,Female,Croatia,CRO,Croatia,Judo,Women -70 kg,1898499
7/31/2024,Silver Medal,2,BUTKEREIT Miriam,Female,Germany,GER,Germany,Judo,Women -70 kg,1563082
7/31/2024,Bronze Medal,3,POLLERES Michaela,Female,Austria,AUT,Austria,Judo,Women -70 kg,1566421
7/31/2024,Bronze Medal,3,WILLEMS Gabriella,Female,Belgium,BEL,Belgium,Judo,Women -70 kg,1903248
7/31/2024,Gold Medal,1,RUANO OLIVA Adriana,Female,Guatemala,GUA,Guatemala,Shooting,Trap Women,1958899
7/31/2024,Silver Medal,2,STANCO Silvana Maria,Female,Italy,ITA,Italy,Shooting,Trap Women,1915317
7/31/2024,Bronze Medal,3,SMITH Penny,Female,Australia,AUS,Australia,Shooting,Trap Women,1967454
7/31/2024,Gold Medal,1,PAN Zhanle,Male,China,CHN,China,Swimming,Men's 100m Freestyle,1945148
7/31/2024,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,Swimming,Men's 100m Freestyle,1946200
7/31/2024,Bronze Medal,3,POPOVICI David,Male,Romania,ROU,Romania,Swimming,Men's 100m Freestyle,1543549
7/31/2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,Swimming,Men's 200m Breaststroke,1909294
7/31/2024,Silver Medal,2,STUBBLETY-COOK Zac,Male,Australia,AUS,Australia,Swimming,Men's 200m Breaststroke,1946185
7/31/2024,Bronze Medal,3,CORBEAU Caspar,Male,Netherlands,NED,Netherlands,Swimming,Men's 200m Breaststroke,1972545
7/31/2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,Swimming,Men's 200m Butterfly,1909294
7/31/2024,Silver Medal,2,MILAK Kristof,Male,Hungary,HUN,Hungary,Swimming,Men's 200m Butterfly,1905860
7/31/2024,Bronze Medal,3,KHARUN Ilya,Male,Canada,CAN,Canada,Swimming,Men's 200m Butterfly,1967058
7/31/2024,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,SWE,Sweden,Swimming,Women's 100m Freestyle,1572557
7/31/2024,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,Swimming,Women's 100m Freestyle,1935923
7/31/2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",Swimming,Women's 100m Freestyle,1925125
7/31/2024,Gold Medal,1,LEDECKY Katie,Female,United States,USA,United States,Swimming,Women's 1500m Freestyle,1935938
7/31/2024,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,France,FRA,France,Swimming,Women's 1500m Freestyle,1909209
7/31/2024,Bronze Medal,3,GOSE Isabel,Female,Germany,GER,Germany,Swimming,Women's 1500m Freestyle,1907171
7/31/2024,Gold Medal,1,YEE Alex,Male,Great Britain,GBR,Great Britain,Triathlon,Men's Individual,1904251
7/31/2024,Silver Medal,2,WILDE Hayden,Male,New Zealand,NZL,New Zealand,Triathlon,Men's Individual,1926549
7/31/2024,Bronze Medal,3,BERGERE Leo,Male,France,FRA,France,Triathlon,Men's Individual,1543967
7/31/2024,Gold Medal,1,BEAUGRAND Cassandre,Female,France,FRA,France,Triathlon,Women's Individual,1543963
7/31/2024,Silver Medal,2,DERRON Julie,Female,Switzerland,SUI,Switzerland,Triathlon,Women's Individual,1976489
7/31/2024,Bronze Medal,3,POTTER Beth,Female,Great Britain,GBR,Great Britain,Triathlon,Women's Individual,1904244
8/1/2024,Gold Medal,1,BILES Simone,Female,United States,USA,United States,Artistic Gymnastics,Women's All-Around,1959861
8/1/2024,Silver Medal,2,ANDRADE Rebeca,Female,Brazil,BRA,Brazil,Artistic Gymnastics,Women's All-Around,1953634
8/1/2024,Bronze Medal,3,LEE Sunisa,Female,United States,USA,United States,Artistic Gymnastics,Women's All-Around,1959866
8/1/2024,Gold Medal,1,PINTADO Brian Daniel,Male,Ecuador,ECU,Ecuador,Athletics,Men's 20km Race Walk,1929767
8/1/2024,Silver Medal,2,BONFIM Caio,Male,Brazil,BRA,Brazil,Athletics,Men's 20km Race Walk,1951928
8/1/2024,Bronze Medal,3,MARTIN Alvaro,Male,Spain,ESP,Spain,Athletics,Men's 20km Race Walk,1904165
8/1/2024,Gold Medal,1,YANG Jiayu,Female,China,CHN,China,Athletics,Women's 20km Race Walk,1919002
8/1/2024,Silver Medal,2,PEREZ Maria,Female,Spain,ESP,Spain,Athletics,Women's 20km Race Walk,1905369
8/1/2024,Bronze Medal,3,MONTAG Jemima,Female,Australia,AUS,Australia,Athletics,Women's 20km Race Walk,1939791
8/1/2024,Gold Medal,1,de GENNARO Giovanni,Male,Italy,ITA,Italy,Canoe Slalom,Men's Kayak Single,1550975
8/1/2024,Silver Medal,2,CASTRYCK Titouan,Male,France,FRA,France,Canoe Slalom,Men's Kayak Single,1880464
8/1/2024,Bronze Medal,3,ECHANIZ Pau,Male,Spain,ESP,Spain,Canoe Slalom,Men's Kayak Single,1953935
8/1/2024,Gold Medal,1,KOTSOIEV Zelym,Male,Azerbaijan,AZE,Azerbaijan,Judo,Men -100 kg,1972367
8/1/2024,Silver Medal,2,SULAMANIDZE Ilia,Male,Georgia,GEO,Georgia,Judo,Men -100 kg,1552370
8/1/2024,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,Uzbekistan,UZB,Uzbekistan,Judo,Men -100 kg,1565754
8/1/2024,Gold Medal,1,BELLANDI Alice,Female,Italy,ITA,Italy,Judo,Women -78 kg,1925349
8/1/2024,Bronze Medal,3,MA Zhenzhao,Female,China,CHN,China,Judo,Women -78 kg,1891067
8/1/2024,Bronze Medal,3,SAMPAIO Patricia,Female,Portugal,POR,Portugal,Judo,Women -78 kg,1943504
8/1/2024,Gold Medal,1,LIU Yukun,Male,China,CHN,China,Shooting,50m Rifle 3 Positions Men,1913922
8/1/2024,Silver Medal,2,KULISH Serhiy,Male,Ukraine,UKR,Ukraine,Shooting,50m Rifle 3 Positions Men,1555976
8/1/2024,Bronze Medal,3,KUSALE Swapnil,Male,India,IND,India,Shooting,50m Rifle 3 Positions Men,1538084
8/1/2024,Gold Medal,1,KOS Hubert,Male,Hungary,HUN,Hungary,Swimming,Men's 200m Backstroke,1904977
8/1/2024,Silver Medal,2,CHRISTOU Apostolos,Male,Greece,GRE,Greece,Swimming,Men's 200m Backstroke,1954557
8/1/2024,Bronze Medal,3,MITYUKOV Roman,Male,Switzerland,SUI,Switzerland,Swimming,Men's 200m Backstroke,1977754
8/1/2024,Gold Medal,1,DOUGLASS Kate,Female,United States,USA,United States,Swimming,Women's 200m Breaststroke,1935895
8/1/2024,Silver Medal,2,SMITH Tatjana,Female,South Africa,RSA,South Africa,Swimming,Women's 200m Breaststroke,1962589
8/1/2024,Bronze Medal,3,SCHOUTEN Tes,Female,Netherlands,NED,Netherlands,Swimming,Women's 200m Breaststroke,1972525
8/1/2024,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,Swimming,Women's 200m Butterfly,1967140
8/1/2024,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,Swimming,Women's 200m Butterfly,1935984
8/1/2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,Swimming,Women's 200m Butterfly,1945125
8/2/2024,Gold Medal,1,CHEPTEGEI Joshua,Male,Uganda,UGA,Uganda,Athletics,"Men's 10,000m",1970827
8/2/2024,Silver Medal,2,AREGAWI Berihu,Male,Ethiopia,ETH,Ethiopia,Athletics,"Men's 10,000m",1536998
8/2/2024,Bronze Medal,3,FISHER Grant,Male,United States,USA,United States,Athletics,"Men's 10,000m",1960959
8/2/2024,Gold Medal,1,DAUDET Joris,Male,France,FRA,France,Cycling BMX Racing,Men,1895661
8/2/2024,Silver Medal,2,ANDRE Sylvain,Male,France,FRA,France,Cycling BMX Racing,Men,1895640
8/2/2024,Bronze Medal,3,MAHIEU Romain,Male,France,FRA,France,Cycling BMX Racing,Men,1895700
8/2/2024,Gold Medal,1,SAKAKIBARA Saya,Female,Australia,AUS,Australia,Cycling BMX Racing,Women,1940127
8/2/2024,Silver Medal,2,VEENSTRA Manon,Female,Netherlands,NED,Netherlands,Cycling BMX Racing,Women,1969181
8/2/2024,Bronze Medal,3,CLAESSENS Zoe,Female,Switzerland,SUI,Switzerland,Cycling BMX Racing,Women,1976480
8/2/2024,Gold Medal,1,RINER Teddy,Male,France,FRA,France,Judo,Men +100 kg,1891323
8/2/2024,Silver Medal,2,KIM Minjong,Male,Korea,KOR,Korea,Judo,Men +100 kg,1928072
8/2/2024,Bronze Medal,3,RAKHIMOV Temur,Male,Tajikistan,TJK,Tajikistan,Judo,Men +100 kg,1567512
8/2/2024,Bronze Medal,3,YUSUPOV Alisher,Male,Uzbekistan,UZB,Uzbekistan,Judo,Men +100 kg,1566931
8/2/2024,Gold Medal,1,SOUZA Beatriz,Female,Brazil,BRA,Brazil,Judo,Women +78 kg,1953777
8/2/2024,Bronze Medal,3,KIM Hayun,Female,Korea,KOR,Korea,Judo,Women +78 kg,1928070
8/2/2024,Bronze Medal,3,DICKO Romane,Female,France,FRA,France,Judo,Women +78 kg,1891300
8/2/2024,Gold Medal,1,LEONE Chiara,Female,Switzerland,SUI,Switzerland,Shooting,50m Rifle 3 Positions Women,1977709
8/2/2024,Silver Medal,2,MADDALENA Sagen,Female,United States,USA,United States,Shooting,50m Rifle 3 Positions Women,1944373
8/2/2024,Bronze Medal,3,ZHANG Qiongyue,Female,China,CHN,China,Shooting,50m Rifle 3 Positions Women,1913972
8/2/2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,Swimming,Men's 200m Individual Medley,1909294
8/2/2024,Silver Medal,2,SCOTT Duncan,Male,Great Britain,GBR,Great Britain,Swimming,Men's 200m Individual Medley,1903621
8/2/2024,Bronze Medal,3,WANG Shun,Male,China,CHN,China,Swimming,Men's 200m Individual Medley,1945186
8/2/2024,Gold Medal,1,McEVOY Cameron,Male,Australia,AUS,Australia,Swimming,Men's 50m Freestyle,1946161
